ChCode,  Amount OB  ,  Principal Amount Due  
03PIFL2605-70," 460,756.19 "," 26,210.78 "
03PIFL2605-71," 1,473,943.64 "," 59,666.05 "
03PIFL2605-72," 1,023,831.24 "," 48,811.95 "
03PIFL2605-73," 391,287.01 "," 43,640.10 "
03PIFL2605-74," 657,194.21 "," 17,372.33 "
03PIFL2605-75," 741,615.89 "," 89,224.26 "
03PIFL2605-76," 1,366,152.95 "," 17,489.93 "
03PIFL2605-77," 1,552,627.42 "," 47,098.16 "
03PIFL2605-78," 566,034.58 "," 36,530.36 "
03PIFL2605-79," 552,693.84 "," 10,455.82 "
03PIFL2605-8," 824,245.60 "," 15,593.35 "
03PIFL2605-80," 829,438.72 "," 48,803.72 "
03PIFL2605-81," 541,467.36 "," 28,044.95 "
03PIFL2605-82," 531,543.84 "," 16,473.20 "
03PIFL2605-83," 1,214,113.47 "," 44,063.10 "
03PIFL2605-84," 1,270,018.22 "," 33,582.22 "
03PIFL2605-85," 1,758,328.38 "," 49,062.98 "
03PIFL2605-86," 920,031.69 "," 32,999.33 "
03PIFL2605-87," 1,045,907.44 "," 47,175.64 "
03PIFL2605-88," 389,283.12 "," 28,978.87 "
03PIFL2605-89," 820,447.73 "," 25,785.84 "
03PIFL2605-9," 2,260,466.87 "," 17,306.41 "
03PIFL2605-90," 1,040,409.92 "," 19,225.58 "
03PIFL2605-91," 2,965,254.12 "," 31,621.15 "
03PIFL2605-92," 1,216,725.90 "," 39,448.77 "
03PIFL2605-93," 1,588,275.88 "," 42,347.24 "
03PIFL2605-94," 1,282,634.96 "," 44,288.86 "
03PIFL2605-95," 1,683,162.47 "," 12,267.10 "
03PIFL2605-96," 2,948,689.49 "," 32,944.08 "
03PIFL2605-97," 1,457,135.49 "," 24,068.48 "
03PIFL2605-98," 1,461,896.95 "," 33,511.41 "
03PIFL2605-99," 540,630.54 "," 37,614.73 "
03PIFL2606-1," 712,347.44 "," 33,660.66 "
03PIFL2606-10," 222,312.75 "," 14,950.05 "
03PIFL2606-11," 484,317.29 "," 9,428.24 "
03PIFL2606-12," 173,752.32 "," 37,325.72 "
03PIFL2606-13," 254,864.15 "," 20,574.81 "
03PIFL2606-14," 670,465.94 "," 88,280.39 "
03PIFL2606-15," 276,791.75 "," 103,707.16 "
03PIFL2606-16," 483,103.66 "," 80,957.09 "
03PIFL2606-17," 193,375.88 "," 80,406.92 "
03PIFL2606-18," 777,754.13 "," 39,401.65 "
03PIFL2606-19," 304,739.55 "," 29,683.51 "
03PIFL2606-2," 215,380.37 "," 8,753.08 "
03PIFL2606-20," 381,772.53 "," 30,946.28 "
03PIFL2606-21," 835,697.58 "," 22,572.29 "
03PIFL2606-22," 182,143.83 "," 132,636.79 "
03PIFL2606-23," 1,202,358.87 "," 146,227.57 "
03PIFL2606-24," 174,300.55 "," 39,148.92 "
03PIFL2606-25," 507,824.96 "," 12,719.85 "
03PIFL2606-26," 717,022.51 "," 18,928.30 "
03PIFL2606-27," 473,183.35 "," 60,713.85 "
03PIFL2606-28," 468,320.11 "," 71,273.28 "
03PIFL2606-29," 277,072.99 "," 14,824.92 "
03PIFL2606-3," 449,854.38 "," 31,884.81 "
03PIFL2606-30," 220,151.45 "," 77,143.90 "
03PIFL2606-31," 1,001,070.30 "," 23,799.42 "
03PIFL2606-32," 502,665.35 "," 99,864.30 "
03PIFL2606-33," 457,562.60 "," 60,196.45 "
03PIFL2606-34," 705,661.93 "," 21,674.31 "
03PIFL2606-35," 302,178.10 "," 10,515.17 "
03PIFL2606-36," 180,615.63 "," 11,955.54 "
03PIFL2606-37," 832,959.63 "," 26,907.50 "
03PIFL2606-38," 268,839.61 "," 22,698.08 "
03PIFL2606-39," 236,526.91 "," 139,078.00 "
03PIFL2606-4," 611,411.68 "," 34,567.55 "
03PIFL2606-40," 250,567.51 "," 58,249.36 "
03PIFL2606-41," 269,820.97 "," 32,398.47 "
03PIFL2606-42," 292,608.99 "," 49,946.37 "
03PIFL2606-43," 1,100,269.47 "," 27,511.62 "
03PIFL2606-44," 314,285.66 "," 35,583.80 "
03PIFL2606-45," 368,116.20 "," 21,848.93 "
03PIFL2606-46," 419,138.34 "," 38,378.17 "
03PIFL2606-47," 243,956.21 "," 68,681.50 "
03PIFL2606-48," 150,948.12 "," 28,671.08 "
03PIFL2606-49," 451,160.95 "," 42,250.03 "
03PIFL2606-5," 288,284.30 "," 16,061.12 "
03PIFL2606-50," 269,901.54 "," 47,928.71 "
03PIFL2606-51," 365,440.46 "," 23,592.27 "
03PIFL2606-52," 379,257.09 "," 13,160.33 "
03PIFL2606-53," 134,261.24 "," 30,939.29 "
03PIFL2606-54," 269,807.55 "," 24,980.59 "
03PIFL2606-55," 506,662.60 "," 59,567.27 "
03PIFL2606-56," 542,584.45 "," 30,185.96 "
03PIFL2606-57," 243,858.67 "," 52,036.45 "
03PIFL2606-58," 446,116.19 "," 7,422.05 "
03PIFL2606-59," 269,738.69 "," 10,729.61 "
03PIFL2606-6," 1,039,548.91 "," 15,526.68 "
03PIFL2606-60," 513,412.24 "," 69,125.68 "
03PIFL2606-61," 1,396,055.67 "," 91,917.16 "
03PIFL2606-62," 365,056.70 "," 169,709.92 "
03PIFL2606-63," 508,551.28 "," 12,860.05 "
03PIFL2606-64," 535,622.54 "," 32,216.96 "
03PIFL2606-65," 473,710.68 "," 105,067.88 "
03PIFL2606-66," 421,639.47 "," 25,109.41 "
03PIFL2606-67," 668,306.40 "," 24,890.16 "
03PIFL2606-68," 323,505.97 "," 71,028.31 "
03PIFL2606-69," 325,482.57 "," 92,073.81 "
03PIFL2606-7," 151,068.76 "," 194,455.87 "
03PIFL2606-70," 371,384.91 "," 26,003.55 "
03PIFL2606-71," 232,354.23 "," 23,615.93 "
03PIFL2606-72," 215,473.95 "," 630,567.46 "
03PIFL2606-73," 301,296.82 "," 27,272.99 "
03PIFL2606-74," 857,116.67 "," 81,554.59 "
03PIFL2606-75," 36,882.33 "," 9,220.68 "
03PIFL2606-76," 364,806.09 "," 44,434.70 "
03PIFL2606-77," 251,758.79 "," 32,335.82 "
03PIFL2606-78," 260,791.71 "," 73,027.75 "
03PIFL2606-79," 284,895.06 "," 8,474.83 "
03PIFL2606-8," 254,147.31 "," 66,763.23 "
03PIFL2606-80," 190,890.14 "," 42,070.18 "
03PIFL2606-81," 1,348,801.71 "," 59,240.23 "
03PIFL2606-82," 283,938.53 "," 80,284.48 "
03PIFL2606-83," 745,580.64 "," 48,923.26 "
03PIFL2606-84," 1,141,719.49 "," 20,398.00 "
03PIFL2606-85," 584,890.81 "," 9,860.63 "
03PIFL2606-86," 871,368.15 "," 42,245.40 "
03PIFL2606-87," 452,081.59 "," 32,789.62 "
03PIFL2606-88," 263,407.90 "," 47,056.73 "
03PIFL2606-89," 312,899.95 "," 12,673.15 "
03PIFL2606-9," 291,812.13 "," 28,135.69 "
03PIFL2606-90," 288,048.79 "," 13,665.86 "
03PIFL2607-1," 1,743,149.49 "," 99,081.96 "
03PIFL2607-10," 1,163,368.43 "," 39,179.85 "
03PIFL2607-11," 1,750,662.81 "," 70,561.81 "
03PIFL2607-12," 1,275,103.86 ", 118.21 
03PIFL2607-13," 639,761.35 "," 31,464.03 "
03PIFL2607-14," 1,660,999.04 "," 67,154.78 "
03PIFL2607-15," 1,421,046.17 "," 138,355.69 "
03PIFL2607-16," 1,109,482.58 "," 8,716.16 "
03PIFL2607-17," 1,297,304.67 "," 8,853.34 "
03PIFL2607-18," 1,163,483.87 "," 113,880.42 "
03PIFL2607-19," 1,314,765.70 "," 44,173.64 "
03PIFL2607-2," 2,250,968.21 "," 89,878.03 "
03PIFL2607-20," 1,052,300.96 "," 21,096.20 "
03PIFL2607-21," 2,490,360.07 "," 130,251.31 "
03PIFL2607-22," 2,744,263.85 "," 96,114.93 "
03PIFL2607-23," 1,584,606.03 "," 56,882.33 "
03PIFL2607-24," 1,058,508.40 "," 21,222.17 "
03PIFL2607-25," 1,746,670.42 "," 22,697.88 "
03PIFL2607-26," 1,404,787.13 "," 55,672.25 "
03PIFL2607-27," 1,434,465.67 "," 44,360.52 "
03PIFL2607-28," 1,403,443.72 "," 52,919.40 "
03PIFL2607-29," 1,675,846.81 "," 57,629.93 "
03PIFL2607-3," 1,167,351.73 "," 9,630.51 "
03PIFL2607-30," 1,246,520.08 "," 53,765.10 "
03PIFL2607-31," 2,092,357.14 "," 70,592.06 "
03PIFL2607-32," 2,028,849.49 "," 72,700.32 "
03PIFL2607-33," 2,177,750.79 "," 88,003.85 "
03PIFL2607-34," 1,549,024.28 "," 25,598.45 "
03PIFL2607-35," 2,275,499.22 "," 110,033.23 "
03PIFL2607-36," 1,313,996.91 "," 51,916.30 "
03PIFL2607-37," 2,663,702.73 "," 114,418.90 "
03PIFL2607-38," 3,205,228.88 "," 129,573.92 "
03PIFL2607-39," 1,539,542.83 "," 62,547.29 "
03PIFL2607-4," 1,823,422.10 "," 73,951.09 "
03PIFL2607-40," 790,466.49 "," 50,259.79 "
03PIFL2607-41," 1,228,489.76 "," 42,596.28 "
03PIFL2607-42," 2,550,633.80 "," 113,415.72 "
03PIFL2607-43," 924,274.02 "," 5,978.13 "
03PIFL2607-44," 2,144,055.00 "," 86,214.91 "
03PIFL2607-45," 1,327,973.49 "," 54,299.95 "
03PIFL2607-46," 1,444,835.29 "," 59,197.00 "
03PIFL2607-47," 1,746,414.23 "," 71,176.74 "
03PIFL2607-48," 2,316,009.15 "," 25,740.48 "
03PIFL2607-49," 1,713,092.45 "," 57,317.91 "
03PIFL2607-5," 1,313,111.16 "," 36,652.06 "
03PIFL2607-50," 1,343,555.65 "," 45,176.76 "
03PIFL2607-51," 1,673,497.40 "," 10,987.14 "
03PIFL2607-52," 1,196,833.63 "," 40,365.41 "
03PIFL2607-53," 2,252,346.62 "," 30,959.25 "
03PIFL2607-54," 1,284,294.13 "," 38,734.40 "
03PIFL2607-55," 1,766,059.96 "," 66,737.12 "
03PIFL2607-56," 1,757,284.29 "," 77,094.78 "
03PIFL2607-57," 1,194,247.34 "," 48,455.31 "
03PIFL2607-58," 1,985,905.26 "," 71,836.80 "
03PIFL2607-59," 2,828,332.53 "," 96,400.40 "
03PIFL2607-6," 1,221,769.03 "," 25,630.98 "
03PIFL2607-60," 1,554,328.13 "," 30,959.17 "
03PIFL2607-61," 1,282,548.12 "," 50,142.44 "
03PIFL2607-62," 771,314.00 "," 61,150.92 "
03PIFL2607-63," 1,549,594.69 "," 37,468.78 "
03PIFL2607-64," 1,329,482.68 "," 44,733.14 "
03PIFL2607-65," 771,710.19 "," 17,381.38 "
03PIFL2607-66," 1,741,073.69 "," 48,895.35 "
03PIFL2607-67," 740,454.12 "," 4,904.83 "
03PIFL2607-68," 1,519,677.80 "," 10,010.52 "
03PIFL2607-69," 1,677,877.01 "," 57,891.37 "
03PIFL2607-7," 1,195,246.57 "," 33,423.65 "
03PIFL2607-70," 751,106.76 "," 25,294.70 "
03PIFL2607-8," 1,379,721.52 "," 101,304.58 "
03PIFL2607-9," 1,745,596.22 "," 73,114.84 "
03PIFL2608-1," 410,419.38 "," 18,612.42 "
03PIFL2608-10," 1,317,303.02 "," 44,296.71 "
03PIFL2608-100," 1,518,960.43 "," 71,780.85 "
03PIFL2608-101," 640,724.91 "," 26,898.78 "
03PIFL2608-11," 892,256.71 "," 29,965.85 "
03PIFL2608-12," 1,169,424.40 "," 46,199.71 "
03PIFL2608-13," 1,548,353.17 "," 51,083.41 "
03PIFL2608-14," 1,069,769.41 "," 38,213.99 "
03PIFL2608-15," 1,527,985.21 "," 51,027.80 "
03PIFL2608-16," 1,643,832.46 "," 46,191.36 "
03PIFL2608-17," 670,446.10 "," 26,786.05 "
03PIFL2608-18," 1,248,353.93 "," 41,953.52 "
03PIFL2608-19," 1,273,321.01 "," 42,095.46 "
03PIFL2608-2," 1,298,824.91 "," 36,408.80 "
03PIFL2608-20," 887,923.13 "," 30,011.65 "
03PIFL2608-21," 750,547.83 "," 35,170.90 "
03PIFL2608-22," 2,335,000.00 "," 94,418.87 "
03PIFL2608-23," 1,250,000.00 "," 50,462.01 "
03PIFL2608-24," 1,316,558.54 "," 35,698.56 "
03PIFL2608-25," 1,247,017.58 "," 44,038.57 "
03PIFL2608-26," 703,602.13 "," 27,843.99 "
03PIFL2608-27," 231,725.46 "," 27,766.07 "
03PIFL2608-28," 1,490,237.40 "," 49,608.90 "
03PIFL2608-29," 1,640,000.00 "," 55,224.31 "
03PIFL2608-3," 958,735.82 "," 32,204.71 "
03PIFL2608-30," 1,780,000.00 "," 73,214.77 "
03PIFL2608-31," 2,179,411.53 "," 86,586.91 "
03PIFL2608-32," 3,456,000.00 "," 116,574.24 "
03PIFL2608-33," 855,587.41 "," 28,801.98 "
03PIFL2608-34," 1,677,349.63 "," 76,992.14 "
03PIFL2608-35," 327,666.40 "," 85,423.76 "
03PIFL2608-36," 1,127,698.56 "," 38,383.37 "
03PIFL2608-37," 3,177,517.85 "," 85,877.74 "
03PIFL2608-38," 1,152,367.57 "," 46,101.71 "
03PIFL2608-39," 1,790,299.68 "," 72,156.22 "
03PIFL2608-4," 202,956.13 "," 6,521.67 "
03PIFL2608-40," 3,502,000.00 "," 159,387.01 "
03PIFL2608-41," 730,627.76 "," 29,557.71 "
03PIFL2608-42," 1,950,000.00 "," 78,760.64 "
03PIFL2608-43," 1,790,299.68 "," 72,041.47 "
03PIFL2608-44," 2,364,000.00 "," 79,403.64 "
03PIFL2608-45," 721,932.99 "," 31,107.42 "
03PIFL2608-46," 1,248,540.51 "," 35,431.66 "
03PIFL2608-47," 1,148,485.62 "," 38,655.93 "
03PIFL2608-48," 912,426.60 "," 29,940.04 "
03PIFL2608-49," 889,317.56 "," 41,862.30 "
03PIFL2608-5," 4,320,000.00 "," 176,532.25 "
03PIFL2608-50," 1,158,872.32 "," 38,443.25 "
03PIFL2608-51," 961,720.17 "," 38,210.80 "
03PIFL2608-52," 1,735,851.04 "," 69,276.08 "
03PIFL2608-53," 1,750,000.00 "," 70,444.88 "
03PIFL2608-54," 1,170,574.30 "," 38,821.45 "
03PIFL2608-55," 2,298,816.73 "," 92,666.39 "
03PIFL2608-56," 3,307,989.87 "," 132,600.95 "
03PIFL2608-57," 3,802,000.00 "," 153,680.08 "
03PIFL2608-58," 670,259.10 "," 25,079.45 "
03PIFL2608-59," 1,830,000.00 "," 110,070.21 "
03PIFL2608-6," 793,533.24 "," 26,288.59 "
03PIFL2608-60," 3,118,731.90 "," 119,434.22 "
03PIFL2608-61," 2,772,291.61 "," 108,092.34 "
03PIFL2608-62," 1,400,774.50 "," 47,135.87 "
03PIFL2608-63," 1,876,726.78 "," 58,251.80 "
03PIFL2608-64," 1,584,346.64 "," 61,958.82 "
03PIFL2608-65," 1,697,207.15 "," 69,145.75 "
03PIFL2608-66," 1,750,000.00 "," 70,444.88 "
03PIFL2608-67," 1,467,435.18 "," 48,420.81 "
03PIFL2608-68," 1,500,050.00 "," 59,640.49 "
03PIFL2608-69," 3,837,000.00 "," 154,681.52 "
03PIFL2608-7," 3,951,247.34 "," 119,244.46 "
03PIFL2608-70," 1,198,419.78 "," 40,417.09 "
03PIFL2608-71," 2,924,718.17 "," 98,386.40 "
03PIFL2608-72," 778,941.81 "," 25,903.38 "
03PIFL2608-73," 1,198,861.39 "," 48,388.78 "
03PIFL2608-74," 2,322,890.00 "," 89,072.78 "
03PIFL2608-75," 870,387.52 "," 35,019.14 "
03PIFL2608-76," 2,887,000.00 "," 116,561.84 "
03PIFL2608-77," 1,029,457.26 "," 51,927.30 "
03PIFL2608-78," 1,924,331.75 "," 65,023.93 "
03PIFL2608-79," 690,522.12 "," 26,296.94 "
03PIFL2608-8," 1,508,282.37 "," 49,780.77 "
03PIFL2608-80," 5,990,781.72 "," 202,897.51 "
03PIFL2608-81," 955,572.03 "," 40,748.93 "
03PIFL2608-82," 888,346.33 "," 19,859.29 "
03PIFL2608-83," 2,649,003.71 "," 98,457.34 "
03PIFL2608-84," 1,212,180.59 "," 41,499.83 "
03PIFL2608-85," 2,975,000.00 "," 117,716.81 "
03PIFL2608-86," 3,780,743.67 "," 161,427.44 "
03PIFL2608-87," 314,562.82 "," 9,345.64 "
03PIFL2608-88," 865,508.23 "," 27,463.84 "
03PIFL2608-89," 1,777,656.00 "," 49,851.15 "
03PIFL2608-9," 1,529,829.91 "," 65,511.90 "
03PIFL2608-90," 1,293,841.19 "," 55,214.38 "
03PIFL2608-91," 930,101.49 "," 30,720.09 "
03PIFL2608-92," 1,223,055.67 "," 43,086.30 "
03PIFL2608-93," 775,664.01 "," 34,606.53 "
03PIFL2608-94," 1,999,021.73 "," 86,572.45 "
03PIFL2608-95," 3,183,000.00 "," 128,292.74 "
03PIFL2608-96," 2,176,850.40 "," 72,363.81 "
03PIFL2608-97," 3,627,790.85 "," 121,598.12 "
03PIFL2608-98," 758,320.37 "," 29,433.75 "
03PIFL2608-99," 4,607,460.00 "," 185,737.86 "
03PIML2603-1," 785,784.50 "," 47,789.53 "
03PIML2604-3," 637,994.64 "," 45,786.04 "
03PIML2605-2," 684,429.14 "," 16,696.32 "
03PIML2605-4," 408,983.62 "," 36,809.37 "
03PIRL2601-1," 546,852.99 "," 38,063.71 "
03PIRL2601-10," 537,221.27 "," 14,882.78 "
03PIRL2601-11," 1,323,614.94 "," 76,435.77 "
03PIRL2601-12," 1,107,046.81 "," 90,926.67 "
03PIRL2601-13," 575,287.49 "," 38,040.65 "
03PIRL2601-14," 1,190,601.86 "," 67,319.69 "
03PIRL2601-15," 2,900,662.10 "," 15,061.57 "
03PIRL2601-16," 985,515.81 "," 46,718.94 "
03PIRL2601-17," 530,697.46 "," 2,675.65 "
03PIRL2601-18," 1,149,885.22 "," 39,782.60 "
03PIRL2601-19," 1,372,192.98 "," 78,583.65 "
03PIRL2601-2," 632,178.00 "," 21,368.30 "
03PIRL2601-20," 1,934,925.42 "," 12,789.87 "
03PIRL2601-21," 789,379.36 "," 36,181.61 "
03PIRL2601-22," 1,578,150.51 "," 46,106.88 "
03PIRL2601-23," 417,095.86 "," 13,309.80 "
03PIRL2601-24," 289,477.60 "," 1,876.91 "
03PIRL2601-25," 359,843.98 "," 4,785.07 "
03PIRL2601-26," 345,391.95 "," 17,238.29 "
03PIRL2601-27," 802,942.43 "," 6,045.36 "
03PIRL2601-28," 753,905.79 "," 5,287.88 "
03PIRL2601-29," 1,050,961.21 "," 7,535.49 "
03PIRL2601-3," 606,653.18 "," 35,577.16 "
03PIRL2601-30," 203,271.71 "," 1,810.43 "
03PIRL2601-31," 1,573,818.98 "," 71,084.30 "
03PIRL2601-4," 2,826,028.94 "," 113,214.24 "
03PIRL2601-5," 878,567.71 "," 46,746.33 "
03PIRL2601-6," 973,948.80 "," 6,539.72 "
03PIRL2601-7," 701,365.75 "," 11,194.80 "
03PIRL2601-8," 1,967,208.68 "," 15,136.32 "
03PIRL2601-9," 500,284.17 "," 5,314.33 "
03PIRL2602-1," 759,872.95 "," 27,334.29 "
03PIRL2602-10," 472,582.19 "," 17,066.74 "
03PIRL2602-11," 410,636.43 "," 15,462.69 "
03PIRL2602-12," 520,252.99 "," 8,049.89 "
03PIRL2602-13," 349,423.83 "," 9,791.24 "
03PIRL2602-14," 351,770.51 "," 7,858.50 "
03PIRL2602-15," 330,936.68 "," 2,320.50 "
03PIRL2602-16," 135,369.49 "," 11,631.67 "
03PIRL2602-17," 602,313.40 "," 1,025.66 "
03PIRL2602-18," 422,842.16 "," 12,107.13 "
03PIRL2602-19," 164,801.91 "," 11,539.91 "
03PIRL2602-2," 708,096.95 "," 31,370.61 "
03PIRL2602-20," 553,925.50 "," 5,075.16 "
03PIRL2602-21," 608,004.51 "," 78,016.31 "
03PIRL2602-22," 493,985.89 "," 21,673.61 "
03PIRL2602-23," 182,975.98 "," 16,696.20 "
03PIRL2602-24," 452,818.80 "," 21,516.23 "
03PIRL2602-25," 556,204.87 "," 24,466.06 "
03PIRL2602-26," 728,307.32 "," 25,654.15 "
03PIRL2602-27," 169,355.10 "," 1,234.21 "
03PIRL2602-28," 485,754.66 "," 3,452.86 "
03PIRL2602-29," 1,128,740.18 "," 35,776.49 "
03PIRL2602-3," 545,124.32 "," 39,581.03 "
03PIRL2602-30," 1,231,376.64 "," 68,603.98 "
03PIRL2602-31," 392,684.43 "," 25,231.16 "
03PIRL2602-32," 894,805.30 "," 48,899.43 "
03PIRL2602-33," 659,495.15 "," 24,213.20 "
03PIRL2602-4," 295,478.57 "," 42,688.06 "
03PIRL2602-5," 856,567.39 "," 48,880.76 "
03PIRL2602-6," 244,081.01 "," 16,667.87 "
03PIRL2602-7," 1,673,430.73 "," 45,944.01 "
03PIRL2602-8," 384,882.28 "," 21,485.38 "
03PIRL2602-9," 1,088,921.90 "," 69,624.90 "
03PIRL2603-1," 335,112.28 "," 28,444.69 "
03PIRL2603-10," 434,769.23 "," 3,614.24 "
03PIRL2603-11," 567,207.13 "," 31,470.48 "
03PIRL2603-12," 939,402.38 "," 48,029.77 "
03PIRL2603-13," 582,592.30 "," 22,906.19 "
03PIRL2603-14," 939,330.00 "," 35,155.41 "
03PIRL2603-15," 543,671.04 "," 14,031.63 "
03PIRL2603-16," 978,527.93 "," 27,796.68 "
03PIRL2603-17," 644,287.29 "," 41,069.28 "
03PIRL2603-18," 433,365.59 "," 12,146.83 "
03PIRL2603-19," 2,974,869.39 "," 24,796.04 "
03PIRL2603-2," 623,864.18 "," 22,145.70 "
03PIRL2603-20," 125,569.25 "," 5,645.66 "
03PIRL2603-21," 835,088.27 "," 43,219.62 "
03PIRL2603-22," 2,503,570.15 "," 152,445.85 "
03PIRL2603-23," 900,307.82 "," 56,659.18 "
03PIRL2603-24," 3,005,304.53 "," 233,318.20 "
03PIRL2603-25," 1,065,765.58 "," 8,231.91 "
03PIRL2603-26," 481,973.45 "," 4,050.09 "
03PIRL2603-27," 1,256,084.36 "," 45,732.01 "
03PIRL2603-28," 1,020,977.97 "," 61,097.45 "
03PIRL2603-29," 1,940,477.75 "," 84,655.15 "
03PIRL2603-3," 499,112.04 "," 31,857.02 "
03PIRL2603-30," 735,161.88 "," 36,655.62 "
03PIRL2603-31," 291,596.85 "," 3,843.93 "
03PIRL2603-32," 607,107.64 "," 14,258.42 "
03PIRL2603-4," 618,139.87 "," 37,300.10 "
03PIRL2603-5," 350,879.32 "," 23,368.36 "
03PIRL2603-6," 386,175.69 "," 11,924.15 "
03PIRL2603-7," 415,484.58 "," 22,493.88 "
03PIRL2603-8," 834,236.59 "," 36,237.06 "
03PIRL2603-9," 1,691,955.55 "," 66,105.99 "
03PIRL2604-1," 359,327.65 "," 53,072.22 "
03PIRL2604-10," 569,377.75 "," 51,055.54 "
03PIRL2604-11," 3,533,814.07 "," 53,435.73 "
03PIRL2604-12," 770,308.76 "," 27,626.02 "
03PIRL2604-13," 1,222,455.40 "," 41,856.29 "
03PIRL2604-14," 1,007,017.56 "," 35,351.05 "
03PIRL2604-15," 437,908.23 "," 89,512.67 "
03PIRL2604-16," 1,866,877.64 "," 107,455.37 "
03PIRL2604-17," 855,519.68 "," 16,064.68 "
03PIRL2604-18," 1,043,583.71 "," 74,881.25 "
03PIRL2604-19," 43,753.42 "," 43,114.00 "
03PIRL2604-2," 189,794.64 "," 23,237.80 "
03PIRL2604-20," 1,446,749.07 "," 37,885.48 "
03PIRL2604-21," 1,381,618.25 "," 26,835.97 "
03PIRL2604-22," 589,151.32 "," 101,381.54 "
03PIRL2604-2231," 440,568.54 "," 40,922.58 "
03PIRL2604-23," 1,417,226.92 "," 82,234.14 "
03PIRL2604-24," 237,597.88 "," 50,439.40 "
03PIRL2604-25," 927,817.09 "," 36,962.80 "
03PIRL2604-26," 751,857.88 "," 32,359.37 "
03PIRL2604-27," 1,980,435.18 "," 77,066.61 "
03PIRL2604-28," 4,600,835.36 "," 46,308.98 "
03PIRL2604-29," 3,150,030.39 "," 18,266.11 "
03PIRL2604-3," 312,184.28 "," 15,735.63 "
03PIRL2604-30," 771,970.43 "," 23,157.00 "
03PIRL2604-31," 806,359.74 "," 43,914.63 "
03PIRL2604-32," 1,206,108.20 "," 23,785.18 "
03PIRL2604-3231," 747,028.14 "," 95,029.36 "
03PIRL2604-33," 108,661.23 "," 27,291.39 "
03PIRL2604-34," 635,298.99 "," 35,220.97 "
03PIRL2604-35," 1,730,023.53 "," 193,920.34 "
03PIRL2604-4," 1,072,407.66 "," 85,333.64 "
03PIRL2604-5," 307,195.31 "," 40,683.37 "
03PIRL2604-6," 4,049,285.08 "," 57,085.42 "
03PIRL2604-7," 592,369.56 "," 26,749.88 "
03PIRL2604-8," 1,656,917.70 "," 25,343.05 "
03PIRL2604-9," 1,290,188.44 "," 46,094.85 "
03PIRL2605-1," 884,308.14 "," 13,290.40 "
03PIRL2605-10," 1,286,934.21 "," 82,725.71 "
03PIRL2605-11," 1,433,931.32 "," 77,282.45 "
03PIRL2605-12," 561,037.97 "," 33,664.48 "
03PIRL2605-1231," 495,001.37 "," 25,004.88 "
03PIRL2605-13," 155,325.37 "," 27,862.34 "
03PIRL2605-14," 113,973.91 "," 43,584.46 "
03PIRL2605-15," 1,604,905.16 "," 13,229.06 "
03PIRL2605-16," 560,679.42 "," 34,172.23 "
03PIRL2605-17," 388,732.11 "," 55,472.01 "
03PIRL2605-18," 727,420.56 "," 25,847.13 "
03PIRL2605-19," 765,380.60 "," 153,008.83 "
03PIRL2605-2," 1,092,547.86 "," 21,399.99 "
03PIRL2605-20," 404,789.94 "," 24,452.63 "
03PIRL2605-21," 672,332.43 "," 45,106.97 "
03PIRL2605-22," 371,145.02 "," 66,446.12 "
03PIRL2605-23," 1,008,494.16 "," 51,014.21 "
03PIRL2605-24," 829,611.52 "," 57,474.27 "
03PIRL2605-25," 568,122.54 "," 70,899.83 "
03PIRL2605-26," 2,862,582.91 "," 84,327.80 "
03PIRL2605-27," 1,009,572.99 "," 20,703.03 "
03PIRL2605-28," 956,836.01 "," 46,941.19 "
03PIRL2605-29," 1,939,049.16 "," 226,783.04 "
03PIRL2605-3," 485,827.90 "," 12,313.65 "
03PIRL2605-4," 185,711.13 "," 24,046.58 "
03PIRL2605-4231," 760,621.26 "," 21,230.74 "
03PIRL2605-5," 383,344.76 "," 31,788.06 "
03PIRL2605-6," 1,246,225.18 "," 35,850.33 "
03PIRL2605-7," 1,057,475.62 "," 14,875.96 "
03PIRL2605-8," 522,864.85 "," 16,802.43 "
03PIRL2605-9," 530,427.40 "," 37,044.43 "
03PIRL2606-1," 61,669.69 "," 62,711.71 "
03PIRL2606-10," 71,562.23 "," 27,409.40 "
03PIRL2606-11," 519,802.40 "," 33,795.10 "
03PIRL2606-12," 1,436,579.89 "," 27,978.64 "
03PIRL2606-13," 516,163.57 "," 8,575.64 "
03PIRL2606-14," 1,020,659.79 "," 16,519.23 "
03PIRL2606-15," 507,003.63 "," 37,847.78 "
03PIRL2606-16," 1,393,791.47 "," 11,188.76 "
03PIRL2606-17," 949,620.14 "," 32,268.11 "
03PIRL2606-18," 1,000,506.74 "," 31,266.61 "
03PIRL2606-19," 1,257,602.69 "," 9,304.10 "
03PIRL2606-2," 569,334.74 "," 34,679.43 "
03PIRL2606-20," 833,936.23 "," 61,160.81 "
03PIRL2606-21," 315,997.65 "," 157,112.39 "
03PIRL2606-22," 572,617.86 "," 21,728.50 "
03PIRL2606-23," 1,017,273.69 "," 33,111.65 "
03PIRL2606-24," 430,619.23 "," 57,246.60 "
03PIRL2606-25," 1,186,675.41 "," 8,722.90 "
03PIRL2606-26," 444,480.80 "," 20,153.44 "
03PIRL2606-27," 1,662,359.31 "," 57,726.03 "
03PIRL2606-28," 413,645.92 "," 45,079.10 "
03PIRL2606-3," 1,711,325.44 "," 14,619.83 "
