ChCode,  Amount OB  ,  Principal Amount Due  
02PIFL2602-178," 547,040.85 "," 4,818.49 "
02PIFL2602-179," 513,579.36 "," 5,261.19 "
02PIFL2602-18," 439,752.35 "," 4,021.42 "
02PIFL2602-180," 624,899.01 "," 9,582.04 "
02PIFL2602-181," 829,471.96 "," 9,491.12 "
02PIFL2602-182," 231,335.94 "," 1,654.24 "
02PIFL2602-183," 154,744.77 ", 12.41 
02PIFL2602-184," 686,030.78 "," 29,616.46 "
02PIFL2602-185," 304,345.75 "," 2,033.79 "
02PIFL2602-186," 601,913.97 "," 7,025.67 "
02PIFL2602-187," 106,978.66 "," 1,074.31 "
02PIFL2602-188," 261,885.05 "," 4,998.29 "
02PIFL2602-189," 977,004.75 "," 11,150.81 "
02PIFL2602-19," 590,848.53 "," 21,848.13 "
02PIFL2602-190," 313,843.33 "," 2,548.15 "
02PIFL2602-191," 281,986.15 "," 12,465.37 "
02PIFL2602-192," 395,993.97 "," 3,914.14 "
02PIFL2602-193," 508,311.07 "," 5,079.55 "
02PIFL2602-194," 424,965.10 "," 26,754.79 "
02PIFL2602-195," 281,119.26 "," 2,377.77 "
02PIFL2602-196," 593,957.02 "," 19,113.38 "
02PIFL2602-197," 451,494.13 "," 20,129.34 "
02PIFL2602-198," 527,657.08 "," 4,215.59 "
02PIFL2602-199," 484,105.83 "," 4,133.38 "
02PIFL2602-2," 300,084.22 "," 9,172.21 "
02PIFL2602-20," 375,215.20 "," 3,268.92 "
02PIFL2602-200," 1,090,541.04 "," 10,790.61 "
02PIFL2602-201," 463,705.29 "," 15,234.25 "
02PIFL2602-202," 648,954.86 "," 6,549.92 "
02PIFL2602-203," 786,230.28 "," 13,570.18 "
02PIFL2602-204," 81,770.44 "," 1,158.88 "
02PIFL2602-205," 1,242,742.67 "," 119,816.59 "
02PIFL2602-206," 532,686.65 "," 8,569.86 "
02PIFL2602-207," 310,512.29 "," 11,905.53 "
02PIFL2602-208," 285,846.94 "," 2,536.85 "
02PIFL2602-209," 545,900.15 "," 41,255.60 "
02PIFL2602-21," 625,684.40 "," 5,365.51 "
02PIFL2602-210," 396,970.82 "," 3,330.90 "
02PIFL2602-211," 132,455.81 "," 17,076.90 "
02PIFL2602-212," 228,267.71 ", 412.87 
02PIFL2602-213," 305,402.04 "," 11,696.95 "
02PIFL2602-214," 255,689.25 "," 2,983.24 "
02PIFL2602-215," 441,714.23 "," 20,611.78 "
02PIFL2602-216," 872,493.87 "," 31,505.78 "
02PIFL2602-217," 1,364,553.18 "," 67,457.72 "
02PIFL2602-218," 253,914.21 "," 10,602.97 "
02PIFL2602-219," 304,464.54 "," 18,817.53 "
02PIFL2602-22," 278,000.80 "," 9,597.62 "
02PIFL2602-220," 177,459.56 "," 108,742.61 "
02PIFL2602-221," 1,676,345.49 "," 14,241.25 "
02PIFL2602-222," 1,006,114.32 "," 91,645.04 "
02PIFL2602-223," 491,987.56 "," 28,753.97 "
02PIFL2602-224," 621,650.49 "," 9,386.25 "
02PIFL2602-225," 336,617.94 "," 10,911.79 "
02PIFL2602-226," 515,183.85 "," 18,035.27 "
02PIFL2602-227," 464,078.45 "," 16,920.07 "
02PIFL2602-228," 468,791.20 "," 11,907.17 "
02PIFL2602-229," 322,790.64 "," 31,149.60 "
02PIFL2602-23," 290,686.60 "," 2,482.34 "
02PIFL2602-230," 622,907.41 "," 20,440.58 "
02PIFL2602-231," 130,217.37 "," 2,067.28 "
02PIFL2602-232," 613,443.12 "," 6,283.87 "
02PIFL2602-233," 299,547.83 "," 13,398.00 "
02PIFL2602-234," 478,354.92 "," 7,690.74 "
02PIFL2602-235," 181,871.64 "," 1,136.30 "
02PIFL2602-236," 305,095.45 "," 2,102.21 "
02PIFL2602-237," 427,139.26 "," 55,579.25 "
02PIFL2602-238," 464,860.83 "," 36,677.79 "
02PIFL2602-239," 461,609.97 "," 4,654.61 "
02PIFL2602-24," 262,866.16 "," 13,057.54 "
02PIFL2602-240," 610,260.43 "," 5,156.31 "
02PIFL2602-241," 95,421.39 "," 4,517.36 "
02PIFL2602-242," 450,570.77 "," 4,091.82 "
02PIFL2602-243," 609,175.14 "," 5,089.61 "
02PIFL2602-244," 559,345.74 "," 19,895.21 "
02PIFL2602-245," 759,077.65 "," 7,553.09 "
02PIFL2602-246," 407,668.00 "," 12,742.28 "
02PIFL2602-247," 302,192.51 "," 10,924.64 "
02PIFL2602-248," 431,322.46 "," 34,185.76 "
02PIFL2602-249," 114,668.30 "," 4,448.60 "
02PIFL2602-25," 277,738.90 "," 2,551.35 "
02PIFL2602-250," 534,993.82 "," 25,189.13 "
02PIFL2602-251," 116,376.51 ", 195.19 
02PIFL2602-252," 664,789.89 "," 24,714.68 "
02PIFL2602-253," 537,370.20 "," 4,680.22 "
02PIFL2602-254," 22,660.14 "," 8,749.86 "
02PIFL2602-255," 6,798.38 "," 7,298.41 "
02PIFL2602-256," 198,018.91 "," 40,719.36 "
02PIFL2602-257," 426,692.12 "," 3,754.98 "
02PIFL2602-258," 457,913.29 "," 28,507.30 "
02PIFL2602-259," 608,969.62 "," 31,816.22 "
02PIFL2602-26," 306,476.45 "," 2,480.01 "
02PIFL2602-260," 699,549.97 "," 6,439.85 "
02PIFL2602-261," 669,170.25 "," 32,213.57 "
02PIFL2602-262," 330,889.41 ", 406.30 
02PIFL2602-263," 574,626.02 "," 14,721.32 "
02PIFL2602-264," 606,628.29 "," 5,281.12 "
02PIFL2602-265," 489,878.61 "," 4,059.05 "
02PIFL2602-266," 493,013.43 "," 29,219.22 "
02PIFL2602-267," 446,894.76 "," 13,505.70 "
02PIFL2602-268," 138,765.81 "," 4,571.76 "
02PIFL2602-269," 337,323.61 "," 3,413.12 "
02PIFL2602-27," 306,794.05 "," 12,503.62 "
02PIFL2602-270," 314,477.46 "," 2,531.75 "
02PIFL2602-271," 309,934.01 "," 2,417.74 "
02PIFL2602-272," 282,482.43 "," 6,859.44 "
02PIFL2602-273," 593,442.42 "," 31,673.47 "
02PIFL2602-274," 433,789.82 "," 21,398.50 "
02PIFL2602-275," 441,676.94 "," 26,326.22 "
02PIFL2602-276," 491,787.09 "," 5,525.12 "
02PIFL2602-277," 119,429.15 "," 7,351.68 "
02PIFL2602-278," 435,793.18 "," 2,453.25 "
02PIFL2602-279," 629,834.74 "," 9,874.74 "
02PIFL2602-28," 613,269.18 "," 4,609.67 "
02PIFL2602-280," 679,338.03 "," 28,802.76 "
02PIFL2602-281," 147,648.55 "," 9,803.02 "
02PIFL2602-282," 655,535.60 "," 24,432.95 "
02PIFL2602-283," 522,628.30 "," 5,239.94 "
02PIFL2602-284," 253,488.92 "," 2,465.43 "
02PIFL2602-285," 286,127.96 "," 16,772.71 "
02PIFL2602-286," 357,772.02 "," 6,291.25 "
02PIFL2602-287," 466,961.99 "," 4,385.97 "
02PIFL2602-288," 570,101.07 "," 21,419.82 "
02PIFL2602-289," 198,583.23 "," 1,628.62 "
02PIFL2602-29," 439,954.08 "," 27,174.19 "
02PIFL2602-290," 577,793.67 "," 5,258.12 "
02PIFL2602-291," 603,299.24 "," 27,159.84 "
02PIFL2602-292," 362,967.59 "," 13,806.13 "
02PIFL2602-293," 375,832.53 "," 7,029.18 "
02PIFL2602-294," 533,134.32 "," 16,563.70 "
02PIFL2602-295," 474,899.42 "," 21,843.89 "
02PIFL2602-296," 874,006.01 "," 45,569.28 "
02PIFL2602-297," 404,703.94 ", 212.19 
02PIFL2602-298," 518,919.57 "," 15,816.45 "
02PIFL2602-299," 304,752.64 "," 10,640.31 "
02PIFL2602-3," 486,623.19 "," 4,561.92 "
02PIFL2602-30," 118,004.49 "," 1,894.83 "
02PIFL2602-300," 601,160.95 "," 43,296.32 "
02PIFL2602-301," 452,685.35 "," 21,227.94 "
02PIFL2602-302," 548,793.47 "," 5,527.54 "
02PIFL2602-303," 310,508.19 "," 5,934.50 "
02PIFL2602-304," 99,793.92 "," 1,822.82 "
02PIFL2602-305," 436,357.59 "," 29,889.36 "
02PIFL2602-306," 664,342.19 "," 7,058.35 "
02PIFL2602-307," 1,338,842.88 "," 12,326.44 "
02PIFL2602-308," 535,405.05 "," 45,318.88 "
02PIFL2602-309," 617,537.42 "," 26,773.99 "
02PIFL2602-31," 237,251.00 "," 8,404.95 "
02PIFL2602-310," 607,949.63 "," 21,186.46 "
02PIFL2602-311," 412,335.40 "," 15,906.92 "
02PIFL2602-312," 495,983.59 "," 22,583.49 "
02PIFL2602-313," 436,782.95 "," 5,026.27 "
02PIFL2602-314," 576,914.76 "," 4,180.84 "
02PIFL2602-315," 801,247.40 "," 38,074.00 "
02PIFL2602-316," 635,303.99 "," 48,738.74 "
02PIFL2602-317," 308,760.61 "," 12,587.48 "
02PIFL2602-318," 104,934.47 ", 901.57 
02PIFL2602-319," 511,994.04 "," 18,085.13 "
02PIFL2602-32," 191,870.36 "," 6,007.17 "
02PIFL2602-320," 120,613.58 "," 6,319.76 "
02PIFL2602-321," 629,988.13 "," 46,123.77 "
02PIFL2602-322," 263,640.72 "," 2,589.25 "
02PIFL2602-323," 527,191.97 "," 21,919.87 "
02PIFL2602-324," 301,797.06 "," 2,467.14 "
02PIFL2602-325," 306,844.03 "," 2,533.66 "
02PIFL2602-326," 490,035.79 "," 17,976.84 "
02PIFL2602-327," 322,695.94 "," 8,395.34 "
02PIFL2602-328," 350,268.87 "," 2,435.37 "
02PIFL2602-329," 455,253.74 "," 12,060.16 "
02PIFL2602-33," 558,937.11 "," 2,137.08 "
02PIFL2602-330," 603,327.88 "," 4,955.72 "
02PIFL2602-331," 309,078.14 "," 10,240.48 "
02PIFL2602-332," 307,411.60 "," 2,403.93 "
02PIFL2602-333," 576,645.64 "," 5,046.74 "
02PIFL2602-334," 685,015.63 "," 46,499.87 "
02PIFL2602-335," 830,599.15 "," 57,761.35 "
02PIFL2602-336," 100,062.25 "," 12,069.27 "
02PIFL2602-337," 476,768.35 "," 18,175.06 "
02PIFL2602-338," 545,748.36 "," 5,278.92 "
02PIFL2602-339," 527,272.74 "," 4,802.82 "
02PIFL2602-34," 119,891.31 "," 7,147.81 "
02PIFL2602-340," 28,128.77 "," 1,119.69 "
02PIFL2602-341," 416,786.06 "," 1,710.18 "
02PIFL2602-342," 333,358.00 "," 2,070.87 "
02PIFL2602-343," 532,587.73 "," 9,188.05 "
02PIFL2602-344," 325,658.53 "," 9,427.03 "
02PIFL2602-345," 570,888.13 "," 35,721.49 "
02PIFL2602-346," 393,138.59 "," 9,543.19 "
02PIFL2602-347," 450,744.24 "," 15,994.92 "
02PIFL2602-348," 593,541.21 "," 4,681.08 "
02PIFL2602-349," 325,851.16 "," 4,316.74 "
02PIFL2602-35," 757,366.00 "," 26,176.81 "
02PIFL2602-350," 334,977.67 "," 6,742.04 "
02PIFL2602-351," 310,105.80 "," 2,546.52 "
02PIFL2602-352," 269,889.96 "," 156,072.02 "
02PIFL2602-353," 370,713.24 "," 4,394.52 "
02PIFL2602-354," 619,665.81 "," 15,079.44 "
02PIFL2602-355," 715,376.28 "," 40,895.92 "
02PIFL2602-356," 611,665.32 "," 16,043.90 "
02PIFL2602-357," 479,412.51 "," 4,094.52 "
02PIFL2602-358," 289,359.72 "," 2,108.00 "
02PIFL2602-359," 271,579.12 "," 2,540.13 "
02PIFL2602-36," 457,421.18 "," 28,548.28 "
02PIFL2602-360," 409,235.66 "," 11,968.36 "
02PIFL2602-361," 382,254.04 "," 9,874.54 "
02PIFL2602-362," 562,983.68 "," 8,381.27 "
02PIFL2602-363," 452,493.50 "," 16,035.39 "
02PIFL2602-364," 479,264.96 "," 4,105.02 "
02PIFL2602-365," 293,604.44 "," 8,324.53 "
02PIFL2602-366," 175,375.08 "," 41,904.51 "
02PIFL2602-367," 608,555.50 "," 25,620.08 "
02PIFL2602-368," 311,879.85 "," 2,263.74 "
02PIFL2602-369," 412,520.81 "," 21,433.47 "
02PIFL2602-37," 55,232.49 "," 9,890.37 "
02PIFL2602-370," 330,198.01 "," 19,124.15 "
02PIFL2602-371," 366,531.64 "," 10,569.68 "
02PIFL2602-372," 39,313.45 "," 1,213.83 "
02PIFL2602-373," 395,220.17 "," 5,647.95 "
02PIFL2602-374," 406,117.79 "," 2,602.48 "
02PIFL2602-375," 709,472.45 "," 39,458.05 "
02PIFL2602-376," 283,745.33 "," 13,586.22 "
02PIFL2602-377," 637,948.87 "," 20,893.28 "
02PIFL2602-378," 700,822.05 "," 7,725.43 "
02PIFL2602-379," 240,539.68 "," 13,206.47 "
02PIFL2602-38," 447,808.36 "," 6,423.20 "
02PIFL2602-380," 144,788.94 "," 12,373.88 "
02PIFL2602-381," 588,448.08 "," 20,135.86 "
02PIFL2602-382," 527,047.75 "," 45,801.33 "
02PIFL2602-383," 605,951.16 "," 56,636.01 "
02PIFL2602-384," 807,923.40 "," 5,546.20 "
02PIFL2602-385," 551,601.02 "," 12,878.47 "
02PIFL2602-386," 460,561.73 "," 30,232.05 "
02PIFL2602-387," 344,395.37 "," 3,884.35 "
02PIFL2602-388," 467,804.25 "," 24,746.47 "
02PIFL2602-389," 287,285.69 "," 2,081.35 "
02PIFL2602-39," 435,974.95 "," 3,314.94 "
02PIFL2602-390," 294,756.20 "," 23,376.44 "
02PIFL2602-391," 291,370.87 "," 2,481.46 "
02PIFL2602-392," 481,584.86 "," 31,669.56 "
02PIFL2602-393," 618,425.77 "," 4,558.22 "
02PIFL2602-394," 344,211.58 "," 12,154.80 "
02PIFL2602-395," 498,510.59 "," 33,973.96 "
02PIFL2602-396," 241,185.41 "," 14,703.74 "
02PIFL2602-397," 600,262.63 "," 15,343.23 "
02PIFL2602-398," 203,325.27 "," 24,349.84 "
02PIFL2602-399," 374,584.64 "," 27,813.35 "
02PIFL2602-4," 297,718.18 "," 13,029.99 "
02PIFL2602-40," 704,340.77 "," 34,693.68 "
02PIFL2602-400," 596,356.04 "," 3,432.75 "
02PIFL2602-401," 508,094.85 "," 28,128.05 "
02PIFL2602-402," 66,731.36 "," 18,140.98 "
02PIFL2602-403," 464,142.67 "," 23,165.01 "
02PIFL2602-404," 436,781.11 "," 12,232.37 "
02PIFL2602-405," 349,273.51 "," 10,348.57 "
02PIFL2602-406," 67,842.83 "," 2,636.89 "
02PIFL2602-407," 647,847.80 "," 5,187.15 "
02PIFL2602-408," 270,846.13 "," 10,829.00 "
02PIFL2602-409," 176,782.90 "," 2,823.22 "
02PIFL2602-41," 349,217.36 "," 13,029.11 "
02PIFL2602-410," 80,575.32 "," 3,350.59 "
02PIFL2602-411," 338,492.97 "," 14,463.73 "
02PIFL2602-412," 460,595.32 "," 35,327.31 "
02PIFL2602-413," 907,767.75 "," 13,434.25 "
02PIFL2602-414," 574,913.10 "," 33,604.16 "
02PIFL2602-415," 320,343.53 "," 2,480.43 "
02PIFL2602-416," 707,584.86 "," 56,072.62 "
02PIFL2602-417," 601,581.25 "," 30,933.23 "
02PIFL2602-418," 375,866.28 "," 7,037.73 "
02PIFL2602-419," 446,291.63 "," 5,453.04 "
02PIFL2602-42," 511,562.68 "," 41,229.68 "
02PIFL2602-420," 383,503.36 "," 11,720.56 "
02PIFL2602-421," 563,041.53 "," 14,292.46 "
02PIFL2602-422," 508,946.04 "," 16,606.00 "
02PIFL2602-423," 242,148.61 "," 18,428.76 "
02PIFL2602-424," 562,646.30 "," 4,780.71 "
02PIFL2602-425," 2,679,806.05 "," 158,108.63 "
02PIFL2602-426," 335,207.10 "," 24,249.21 "
02PIFL2602-427," 312,417.13 "," 21,388.74 "
02PIFL2602-428," 632,340.17 "," 5,485.35 "
02PIFL2602-429," 772,801.59 "," 34,681.63 "
02PIFL2602-43," 387,811.86 "," 2,615.45 "
02PIFL2602-430," 482,583.71 "," 6,989.93 "
02PIFL2602-431," 1,192,594.58 "," 84,943.91 "
02PIFL2602-432," 452,148.55 "," 25,457.05 "
02PIFL2602-433," 262,726.57 "," 6,619.76 "
02PIFL2602-434," 494,626.26 "," 21,732.40 "
02PIFL2602-435," 303,667.92 "," 17,941.58 "
02PIFL2602-436," 474,288.56 "," 23,619.55 "
02PIFL2602-437," 190,175.73 "," 1,431.85 "
02PIFL2602-438," 331,401.69 "," 2,887.37 "
02PIFL2602-439," 629,826.24 "," 22,558.79 "
02PIFL2602-44," 545,750.64 "," 16,715.30 "
02PIFL2602-440," 717,675.61 "," 36,065.97 "
02PIFL2602-441," 291,344.64 "," 13,788.71 "
02PIFL2602-442," 304,628.15 "," 33,693.35 "
02PIFL2602-443," 657,805.02 "," 31,041.33 "
02PIFL2602-444," 495,219.34 "," 4,980.07 "
02PIFL2602-445," 621,670.56 "," 15,781.22 "
02PIFL2602-446," 864,977.92 "," 55,075.81 "
02PIFL2602-447," 638,484.95 "," 8,705.72 "
02PIFL2602-448," 313,768.98 "," 15,318.53 "
02PIFL2602-449," 559,623.04 "," 4,931.85 "
02PIFL2602-45," 493,248.84 "," 4,239.67 "
02PIFL2602-450," 283,616.74 "," 20,134.61 "
02PIFL2602-451," 571,006.96 "," 38,448.25 "
02PIFL2602-452," 173,773.90 "," 6,973.79 "
02PIFL2602-453," 299,750.73 "," 28,492.16 "
02PIFL2602-454," 554,061.38 "," 25,611.94 "
02PIFL2602-455," 538,440.05 "," 4,627.77 "
02PIFL2602-456," 323,327.18 "," 2,533.45 "
02PIFL2602-457," 468,292.85 "," 5,135.73 "
02PIFL2602-458," 1,567,731.58 "," 120,677.75 "
02PIFL2602-459," 460,242.16 "," 10,978.01 "
02PIFL2602-46," 1,071,887.56 "," 9,862.35 "
02PIFL2602-460," 292,541.98 "," 3,077.89 "
02PIFL2602-461," 436,687.74 "," 25,854.28 "
02PIFL2602-462," 701,483.22 "," 62,690.04 "
02PIFL2602-463," 609,594.85 "," 26,569.34 "
02PIFL2602-464," 583,112.38 "," 5,431.28 "
02PIFL2602-465," 284,531.96 "," 22,809.24 "
02PIFL2602-466," 374,403.69 "," 15,391.93 "
02PIFL2602-467," 588,234.37 "," 23,298.56 "
02PIFL2602-468," 540,560.57 "," 8,064.47 "
02PIFL2602-469," 275,125.94 "," 10,004.95 "
02PIFL2602-47," 592,898.50 "," 32,569.20 "
02PIFL2602-470," 593,726.61 "," 20,162.08 "
02PIFL2602-471," 530,945.58 "," 28,661.44 "
02PIFL2602-472," 2,296,135.08 "," 101,490.48 "
02PIFL2602-473," 113,550.10 "," 18,124.28 "
02PIFL2602-474," 302,248.94 ", 61.07 
02PIFL2602-475," 419,528.82 "," 15,265.91 "
02PIFL2602-476," 486,191.99 "," 18,825.17 "
02PIFL2602-477," 614,037.07 "," 5,217.92 "
02PIFL2602-478," 635,342.82 "," 4,688.59 "
02PIFL2602-479," 360,438.08 "," 39,753.14 "
02PIFL2602-48," 287,758.47 "," 12,193.56 "
02PIFL2602-480," 652,276.06 "," 39,760.20 "
02PIFL2602-481," 758,295.41 "," 7,084.93 "
02PIFL2602-482," 282,317.35 "," 9,405.36 "
02PIFL2602-483," 251,146.88 "," 4,794.35 "
02PIFL2602-484," 623,759.20 "," 5,070.02 "
02PIFL2602-485," 319,542.84 "," 11,042.19 "
02PIFL2602-486," 382,191.96 "," 4,086.14 "
02PIFL2602-487," 947,888.14 "," 35,183.06 "
02PIFL2602-488," 73,747.80 "," 3,703.15 "
02PIFL2602-489," 678,701.32 "," 13,274.87 "
02PIFL2602-49," 298,776.38 "," 2,527.20 "
02PIFL2602-490," 851,820.22 "," 44,000.43 "
02PIFL2602-491," 973,519.48 "," 35,240.98 "
02PIFL2602-492," 505,771.48 "," 31,371.29 "
02PIFL2602-493," 650,993.85 "," 47,271.17 "
02PIFL2602-494," 347,918.85 "," 2,661.19 "
02PIFL2602-495," 364,102.02 "," 28,709.89 "
02PIFL2602-496," 268,150.05 "," 2,630.71 "
02PIFL2602-497," 493,106.60 "," 4,196.90 "
02PIFL2602-498," 544,394.65 "," 4,057.17 "
02PIFL2602-499," 303,842.34 "," 26,612.62 "
02PIFL2602-5," 429,633.55 "," 3,811.17 "
02PIFL2602-50," 384,526.50 "," 12,268.50 "
02PIFL2602-500," 306,821.52 "," 6,153.43 "
02PIFL2602-501," 646,482.00 "," 26,103.22 "
02PIFL2602-502," 3,412.82 "," 2,034.97 "
02PIFL2602-503," 614,007.85 "," 21,419.39 "
02PIFL2602-504," 473,079.23 "," 44,047.08 "
02PIFL2602-505," 402,450.64 "," 11,900.63 "
02PIFL2602-506," 1,008,399.69 "," 21,589.55 "
02PIFL2602-507," 330,132.91 "," 3,716.99 "
02PIFL2602-508," 618,469.25 "," 26,484.46 "
02PIFL2602-509," 398,874.53 "," 7,980.51 "
02PIFL2602-51," 174,564.26 "," 8,850.48 "
02PIFL2602-510," 400,587.12 "," 8,019.21 "
02PIFL2602-511," 577,732.55 "," 4,979.89 "
02PIFL2602-512," 561,160.56 ", 84.81 
02PIFL2602-513," 638,026.23 "," 5,172.81 "
02PIFL2602-514," 289,607.24 "," 21,755.40 "
02PIFL2602-515," 433,285.01 "," 11,593.22 "
02PIFL2602-516," 435,996.28 "," 3,682.27 "
02PIFL2602-517," 505,815.22 "," 4,330.59 "
02PIFL2602-518," 245,795.13 "," 2,405.83 "
02PIFL2602-52," 691,606.08 "," 38,431.46 "
02PIFL2602-53," 381,104.43 "," 3,600.77 "
02PIFL2602-54," 816,311.19 "," 31,946.09 "
02PIFL2602-55," 812,610.82 "," 62,170.22 "
02PIFL2602-56," 307,244.26 "," 14,495.96 "
02PIFL2602-57," 531,102.02 "," 23,854.26 "
02PIFL2602-58," 371,205.25 "," 26,026.14 "
02PIFL2602-59," 273,296.79 "," 3,004.36 "
02PIFL2602-6," 218,223.02 "," 1,717.49 "
02PIFL2602-60," 208,296.19 "," 5,400.51 "
02PIFL2602-61," 533,335.86 "," 33,528.46 "
02PIFL2602-62," 290,202.74 "," 2,402.83 "
02PIFL2602-63," 323,014.31 ", 42.00 
02PIFL2602-64," 625,276.06 "," 30,527.44 "
02PIFL2602-65," 309,672.61 "," 7,735.23 "
02PIFL2602-66," 244,302.88 "," 1,802.38 "
02PIFL2602-67," 680,737.19 "," 44,880.24 "
02PIFL2602-68," 444,818.49 "," 14,967.89 "
02PIFL2602-69," 531,622.14 "," 30,580.79 "
02PIFL2602-7," 435,978.87 "," 28,744.61 "
02PIFL2602-70," 748,470.45 "," 33,132.87 "
02PIFL2602-71," 1,040,742.52 "," 7,384.52 "
02PIFL2602-72," 309,627.75 "," 3,603.46 "
02PIFL2602-73," 574,289.93 "," 4,920.85 "
02PIFL2602-74," 330,157.42 "," 11,597.70 "
02PIFL2602-75," 268,887.10 "," 12,241.61 "
02PIFL2602-76," 574,149.12 "," 20,056.40 "
02PIFL2602-77," 456,660.09 "," 17,506.81 "
02PIFL2602-78," 309,832.88 "," 2,564.44 "
02PIFL2602-79," 752,840.15 "," 27,915.33 "
02PIFL2602-8," 448,673.70 "," 16,790.93 "
02PIFL2602-80," 319,800.35 "," 2,494.89 "
02PIFL2602-81," 732,565.05 "," 9,870.36 "
02PIFL2602-82," 731,034.11 "," 39,419.27 "
02PIFL2602-83," 201,132.22 "," 19,482.65 "
02PIFL2602-84," 335,885.43 "," 23,890.20 "
02PIFL2602-85," 176,648.21 "," 13,138.84 "
02PIFL2602-86," 434,654.30 "," 15,092.40 "
02PIFL2602-87," 440,141.06 "," 7,765.74 "
02PIFL2602-88," 283,508.24 "," 4,538.67 "
02PIFL2602-89," 664,557.76 "," 32,981.65 "
02PIFL2602-9," 632,942.34 "," 42,533.30 "
02PIFL2602-90," 1,165,165.08 "," 70,534.33 "
02PIFL2602-91," 513,972.79 "," 26,084.91 "
02PIFL2602-92," 505,710.58 "," 55,845.94 "
02PIFL2602-93," 310,195.90 "," 3,333.51 "
02PIFL2602-94," 543,005.48 "," 7,631.21 "
02PIFL2602-95," 500,396.59 "," 20,172.75 "
02PIFL2602-96," 547,872.97 "," 4,918.56 "
02PIFL2602-97," 498,369.14 "," 39,546.92 "
02PIFL2602-98," 787,806.66 "," 34,129.35 "
02PIFL2602-99," 445,379.63 "," 31,147.31 "
02PIFL2603-1," 142,531.55 "," 1,364.91 "
02PIFL2603-10," 616,172.68 "," 4,731.47 "
02PIFL2603-100," 339,766.88 "," 20,351.44 "
02PIFL2603-101," 350,255.42 "," 2,692.99 "
02PIFL2603-102," 1,237,565.76 "," 12,749.61 "
02PIFL2603-103," 635,429.82 "," 29,798.75 "
02PIFL2603-104," 1,234,588.76 "," 72,424.77 "
02PIFL2603-105," 888,081.64 "," 7,316.54 "
02PIFL2603-106," 786,320.00 "," 50,363.82 "
02PIFL2603-107," 605,398.13 "," 4,322.47 "
02PIFL2603-108," 325,107.52 "," 10,865.79 "
02PIFL2603-109," 453,924.51 "," 19,691.83 "
02PIFL2603-11," 912,788.97 "," 6,490.46 "
02PIFL2603-110," 680,209.50 "," 4,826.57 "
02PIFL2603-111," 676,629.00 "," 4,656.17 "
02PIFL2603-112," 733,456.03 "," 22,726.69 "
02PIFL2603-113," 593,080.06 "," 23,497.65 "
02PIFL2603-114," 615,304.86 "," 26,752.48 "
02PIFL2603-115," 695,707.65 "," 23,705.85 "
02PIFL2603-116," 518,549.11 "," 8,701.74 "
02PIFL2603-117," 573,565.73 "," 19,796.45 "
02PIFL2603-118," 824,731.05 "," 49,157.60 "
02PIFL2603-119," 704,474.92 "," 17,738.00 "
02PIFL2603-12," 639,141.35 "," 21,498.76 "
02PIFL2603-120," 1,063,347.21 "," 41,958.25 "
02PIFL2603-121," 1,054,223.16 "," 9,773.72 "
02PIFL2603-122," 675,860.66 "," 19,797.93 "
02PIFL2603-123," 1,140,622.87 "," 42,496.16 "
02PIFL2603-124," 318,831.46 "," 1,952.10 "
02PIFL2603-125," 501,354.46 "," 4,303.64 "
02PIFL2603-126," 399,283.41 "," 2,852.12 "
02PIFL2603-127," 391,202.68 "," 22,859.90 "
02PIFL2603-128," 544,791.45 "," 3,976.58 "
02PIFL2603-129," 468,155.55 "," 25,973.77 "
02PIFL2603-13," 322,405.24 "," 18,723.69 "
02PIFL2603-130," 811,217.72 "," 44,524.92 "
02PIFL2603-131," 635,825.74 ", 34.76 
02PIFL2603-132," 485,613.00 "," 45,066.77 "
02PIFL2603-133," 701,202.02 "," 13,155.51 "
02PIFL2603-134," 427,700.99 "," 3,593.09 "
02PIFL2603-135," 573,961.80 "," 4,419.07 "
02PIFL2603-136," 616,829.54 "," 29,211.92 "
02PIFL2603-137," 963,257.68 "," 42,957.91 "
02PIFL2603-138," 526,284.30 "," 14,971.44 "
02PIFL2603-139," 758,457.71 "," 17,768.22 "
02PIFL2603-14," 291,325.85 "," 5,438.68 "
02PIFL2603-140," 991,325.94 "," 27,387.92 "
02PIFL2603-141," 740,100.00 "," 22,317.75 "
02PIFL2603-142," 439,998.94 "," 3,328.84 "
02PIFL2603-143," 763,155.44 "," 29,510.92 "
02PIFL2603-144," 852,254.00 "," 52,983.52 "
02PIFL2603-145," 588,648.57 "," 4,413.90 "
02PIFL2603-146," 747,203.86 "," 46,650.13 "
02PIFL2603-147," 706,420.36 "," 40,425.63 "
02PIFL2603-148," 598,956.64 "," 4,312.38 "
02PIFL2603-149," 849,800.82 "," 51,732.36 "
02PIFL2603-15," 668,719.85 ", 71.98 
02PIFL2603-150," 691,508.44 "," 17,157.46 "
02PIFL2603-151," 563,220.61 "," 18,237.78 "
02PIFL2603-152," 301,176.60 "," 19,685.13 "
02PIFL2603-153," 656,559.22 "," 7,138.18 "
02PIFL2603-154," 522,464.21 "," 4,409.49 "
02PIFL2603-155," 746,782.35 "," 27,836.44 "
02PIFL2603-156," 420,147.97 "," 4,845.08 "
02PIFL2603-157," 1,154,159.73 "," 17,009.35 "
02PIFL2603-158," 557,719.45 "," 3,870.93 "
02PIFL2603-159," 637,246.14 "," 19,604.55 "
